Source,Target,Edge_Freq
854,1489,1
855,1481,1
855,1532,1
856,1058,1
856,2449,1
856,3346,1
857,1202,1
859,1369,1
859,1671,1
859,1702,1
863,1199,12
863,1546,12
865,1726,1
866,972,1
866,1005,1
866,1493,1
866,2631,1
866,2638,1
867,888,6
867,1160,6
867,1171,1
867,1243,1
867,1505,1
867,2856,1
867,2969,1
867,3288,1
868,1127,1
870,2946,1
871,1220,1
873,1299,1
874,1455,1
875,3377,1
876,1099,1
876,1408,1
876,1409,1
877,889,1
877,2374,1
878,1043,2
878,1299,1
880,1011,1
881,1400,1
882,1514,3
882,1515,1
883,2803,1
884,1862,1
885,3022,1
886,912,1
886,1052,1
886,2976,1
887,1128,1
888,1160,6
889,2374,1
891,1074,1
892,1251,1
894,1505,1
895,1759,1
896,983,1
896,1336,1
896,1682,1
896,1817,1
896,2152,1
897,983,1
897,1123,1
897,1451,1
899,3397,1
901,3329,1
902,1007,1
902,1193,1
902,1466,1
902,1472,1
902,1617,1
903,1955,1
903,1956,1
904,3092,1
905,1493,1
905,1494,2
905,1607,8
905,1736,1
905,1819,1
905,2262,1
905,3452,1
906,999,1
906,1336,1
906,1682,1
906,1750,1
906,2039,1
906,2452,1
907,1049,1
907,2679,1
909,993,1
909,1054,1
909,1568,1
909,1707,1
910,1047,1
912,1052,1
912,2976,1
913,914,1
915,1582,1
916,1151,1
916,1705,1
916,1706,1
916,2846,1
916,3365,1
916,3366,1
919,1534,1
920,2695,1
920,2722,1
921,1316,1
922,3024,1
923,1452,1
924,1311,1
924,1485,1
924,1544,1
926,1102,1
926,1469,1
926,1495,1
926,2942,1
927,1213,1
927,1523,1
928,1658,1
928,2999,1
931,1127,1
932,1070,1
933,2150,1
934,2023,1
934,2103,1
934,2136,1
934,2195,1
934,2300,1
934,2329,1
934,3082,1
935,1244,1
935,1245,1
936,1483,1
936,3215,1
938,1752,1
938,1874,1
939,940,1
939,941,1
939,1564,1
940,941,1
942,973,1
943,1314,1
943,1615,1
943,1621,1
943,1663,1
944,1575,1
944,1682,1
944,1796,1
944,1797,1
945,1804,1
946,947,1
946,3287,1
947,3287,1
948,2718,1
951,2529,1
952,3375,1
953,963,1
953,1383,1
953,1393,1
953,1399,1
953,2031,1
953,2785,1
953,2796,1
953,3245,1
953,3261,1
955,1376,1
956,1015,1
956,1016,1
957,1241,1
957,2106,1
957,2746,1
957,3193,1
958,1053,1
958,1682,1
958,1774,1
961,2898,1
961,3018,1
962,1096,1
962,1990,1
962,2506,1
963,1383,1
963,1393,1
963,1399,1
963,2031,1
963,2785,1
963,2796,1
963,3245,1
963,3261,1
967,2266,1
970,1560,1
971,1797,1
971,2045,1
971,2585,1
971,3040,1
972,2638,1
975,2723,1
976,2724,1
976,3036,1
976,3332,1
977,1614,1
978,1635,1
979,1823,1
980,1099,1
981,1299,1
981,1594,1
981,3434,1
983,1035,1
983,1123,1
983,1336,2
983,1451,1
983,1528,1
983,1682,1
983,1817,1
983,2152,1
984,1003,1
984,1445,1
984,1451,1
986,1554,1
986,1846,1
986,1977,1
986,3034,1
987,1135,1
988,1299,1
990,1299,1
990,1452,1
990,1485,1
990,1544,1
990,2800,1
991,1313,1
992,1033,1
993,1054,1
993,1568,1
993,1707,1
994,1087,1
995,1637,1
995,1641,1
995,1700,1
995,1849,1
996,1585,1
997,2140,1
997,2141,1
997,2142,1
997,2676,1
997,2947,1
999,1336,1
999,1569,1
999,1674,1
999,1675,1
999,1676,1
999,1682,1
999,1750,1
999,2039,1
999,2452,1
1000,1935,2
1000,2495,2
1000,2522,2
1000,3015,2
1001,1707,1
1001,1984,1
1002,1551,1
1003,1147,1
1003,1445,1
1003,1451,1
1003,2498,1
1003,3146,1
1004,1180,1
1004,1839,1
1004,2359,1
1005,1006,1
1005,1427,1
1005,1930,1
1005,3024,1
1005,3090,1
1005,3483,1
1007,1193,1
1007,1466,1
1007,1472,1
1007,1617,1
1008,1966,1
1008,2434,1
1008,2866,1
1009,1453,1
1010,2820,1
1012,1725,1
1014,2015,1
1014,3348,1
1015,1016,1
1017,2756,1
1018,2480,1
1019,1728,1
1020,2759,1
1021,1682,1
1021,1830,1
1022,1024,1
1022,1025,1
1024,1025,1
1027,1139,1
1027,1223,1
1027,1264,1
1027,1483,1
1028,1497,1
1030,1723,1
1031,2773,1
1032,1542,1
1032,1628,1
1034,1901,1
1034,1906,1
1034,3343,1
1035,1336,1
1035,1528,1
1036,1711,1
1036,1803,1
1037,1494,1
1038,1040,1
1038,1189,1
1038,1190,1
1038,1448,1
1038,1483,1
1038,1526,1
1038,1653,1
1038,1840,1
1038,1876,1
1039,1483,1
1040,1041,2
1040,1042,1
1040,1045,1
1040,1053,1
1040,1186,1
1040,1299,1
1040,1410,1
1040,1452,1
1040,1526,1
1040,1532,1
1040,1544,1
1040,1551,1
1040,1840,1
1040,1876,1
1040,2776,1
1040,2783,1
1041,1042,1
1041,1043,1
1041,1053,1
1041,1296,1
1041,1299,7
1041,1319,1
1041,1434,1
1041,1452,1
1041,1485,1
1041,1544,2
1041,1551,2
1041,1552,1
1041,1669,1
1041,1804,1
1041,1858,1
1041,2120,1
1041,2321,1
1041,2392,1
1041,2393,1
1041,2776,1
1041,2783,1
1041,2836,1
1041,3087,1
1041,3471,1
1041,3483,1
1042,1053,1
1042,1299,1
1042,1330,1
1042,1452,1
1042,1484,1
1042,1536,1
1042,1551,1
1042,1793,1
1042,1828,1
1042,2783,1
1042,2976,1
1043,1107,1
1043,1299,1
1043,1434,2
1043,1551,1
1043,1994,1
1043,2776,1
1044,1301,1
1044,2267,1
1045,1299,1
1045,1544,1
1045,2776,1
1046,1485,1
1046,3135,1
1048,1338,1
1048,1768,1
1048,1785,1
1048,2801,1
1049,2679,1
1050,1299,1
1050,1950,1
1050,3367,1
1051,3436,1
1052,1880,1
1052,2976,1
1053,1551,1
1053,1682,1
1053,1774,1
1053,1817,1
1053,2776,1
1053,2783,1
1054,1568,1
1054,1707,1
1056,1196,1
1056,1296,1
1056,3347,1
1057,1697,1
1058,2449,1
1058,3346,1
1059,1611,1
1059,3114,1
1060,1841,1
1061,1308,1
1062,1106,1
1062,1497,1
1062,2295,1
1063,1064,1
1063,2054,1
1064,2054,1
1065,1505,1
1069,2057,1
1071,2699,1
1072,1249,1
1072,3497,1
1072,3498,1
1073,2193,1
1073,3503,1
1073,3504,1
1074,1573,1
1074,2113,1
1075,1344,1
1076,1101,1
1076,1550,1
1076,1673,1
1077,1078,1
1077,1079,1
1077,1086,1
1077,1087,1
1077,1801,1
1077,1877,1
1077,1971,1
1077,1972,1
1077,2173,1
1077,2730,1
1079,2173,1
1081,1786,1
1081,1957,1
1082,2465,1
1082,2808,1
1085,1312,1
1086,1087,1
1088,1173,1
1088,1250,1
1088,1477,1
1088,1719,1
1088,2491,1
1088,3013,1
1089,2170,1
1090,1124,1
1090,2510,1
1094,1095,1
1094,1632,1
1095,1632,1
1096,1990,1
1096,2506,1
1097,1134,1
1097,1869,1
1097,1870,1
1097,2729,1
1098,2825,1
1099,1408,1
1099,1409,1
1099,1424,1
1099,1534,1
1099,2392,1
1099,2537,1
1099,2837,1
1099,2853,1
1101,1389,1
1101,1550,1
1101,1551,1
1101,1596,1
1101,1673,1
1102,2942,1
1103,1748,1
1104,3094,1
1105,2479,1
1106,1398,1
1106,1497,1
1106,2295,1
1109,1202,1
1109,1369,1
1109,1742,1
1109,1800,1
1110,1596,1
1110,2854,1
1111,2380,1
1111,2877,1
1111,3339,1
1112,3263,2
1113,1160,1
1115,1483,1
1115,2813,1
1116,1299,1
1116,1644,1
1116,2853,1
1117,2233,1
1117,2566,1
1118,3379,1
1119,1775,1
1120,2695,1
1121,1357,1
1122,1727,1
1123,1451,1
1124,2079,1
1124,2510,1
1125,2029,1
1126,1878,1
1127,1742,2
1127,2025,1
1127,2760,1
1128,1612,1
1128,1613,1
1128,1614,1
1129,1131,1
1129,1132,2
1129,1334,1
1129,2820,2
1131,1132,1
1131,2820,1
1132,1334,1
1132,2820,2
1134,1869,1
1134,1870,1
1134,2729,1
1136,1719,1
1137,3370,1
1138,3073,1
1139,1223,1
1139,1264,1
1139,1483,1
1140,1450,1
1140,1728,1
1141,1143,1
1141,1353,1
1142,1542,1
1143,1353,1
1144,3079,1
1146,1728,1
1147,1726,1
1147,3146,1
1148,1844,1
1149,1844,1
1150,1712,1
1150,2153,1
1151,1705,1
1151,1706,1
1151,2846,1
1151,3365,1
1151,3366,1
1153,3175,1
1154,1930,1
1154,2242,1
1155,1974,1
1155,2729,1
1156,1315,1
1157,1881,1
1158,1184,1
1161,3011,1
1161,3160,1
1162,1475,1
1162,1476,1
1163,1299,1
1164,1365,2
1164,1415,1
1164,1416,1
1165,1660,1
1166,1215,2
1166,1661,3
1168,1923,1
1168,2530,1
1169,1544,1
1169,2869,1
1170,1741,1
1170,2620,1
1170,2621,1
1170,2672,1
1170,3175,1
1171,1243,1
1172,1373,1
1173,1250,1
1173,2491,1
1174,2871,1
1175,1492,1
1177,1237,1
1177,2154,1
1177,2375,1
1177,3295,1
1178,1179,1
1180,1839,1
1180,2359,1
1183,1188,1
1183,3114,1
1185,1324,4
1186,1410,1
1187,1289,1
1187,1588,1
1187,1683,1
1187,1793,1
1187,2221,1
1187,3299,1
1188,3114,1
1189,1190,1
1189,1483,1
1189,1653,1
1190,1483,1
1190,1653,1
1192,2014,1
1192,2206,1
1192,3274,1
1193,1466,1
1193,1472,1
1193,1617,1
1194,1369,1
1195,1211,1
1196,1296,1
1196,1439,1
1196,3347,1
1197,1629,1
1198,1649,1
1199,1546,12
1199,2061,1
1199,2426,1
1199,2636,1
1202,1369,1
1202,1742,1
1202,1800,1
1202,1882,2
1204,2425,1
1204,3483,1
1206,2008,1
1206,2014,1
1206,2208,1
1206,2270,1
1206,2447,1
1207,1544,1
1208,1209,1
1208,1248,1
1208,1320,1
1208,1336,1
1208,1374,1
1208,1425,1
1208,1674,1
1208,1694,1
1208,1717,1
1208,1791,1
1208,1821,1
1208,1853,1
1208,1859,1
1208,1903,1
1208,1906,1
1208,2439,1
1208,2800,1
1209,1903,1
1209,1906,1
1210,2245,1
1210,2531,1
1213,1523,1
1213,2801,1
1214,1259,1
1214,1544,1
1215,1661,2
1216,2102,1
1217,1423,1
1217,1584,1
1217,2632,1
1219,1517,1
1219,2954,1
1221,3175,1
1223,1264,1
1223,1483,1
1224,1284,1
1224,2253,1
1224,2731,1
1226,1981,1
1227,3360,1
1228,2334,1
1228,2505,1
1228,2547,1
1228,3143,1
1228,3441,1
1231,1378,2
1232,1273,1
1232,2222,1
1232,2224,1
1233,1234,1
1235,3104,1
1237,2154,1
1237,2375,1
1237,3295,1
1238,2713,1
1239,1666,1
1239,3059,1
1240,1483,1
1240,1491,1
1241,2106,1
1241,2746,1
1241,3193,1
1242,2590,1
1242,2793,1
1244,1245,1
1246,2460,1
1247,2901,1
1248,1674,1
1248,1821,1
1249,3497,1
1249,3498,1
1250,2491,1
1252,1713,1
1253,1451,1
1253,1513,1
1253,1571,1
1253,1587,1
1253,1612,1
1254,2961,1
1255,1556,1
1256,1299,1
1257,1758,1
1258,2546,1
1258,2898,1
1259,1544,1
1260,1781,1
1260,2966,1
1262,2967,1
1263,1542,1
1264,1483,1
1265,1296,1
1265,2288,1
1265,3427,1
1267,1268,1
1271,1364,1
1272,3248,1
1273,2222,1
1273,2224,1
1274,1680,2
1275,2994,1
1276,1365,1
1276,2104,1
1279,3002,1
1280,1487,1
1283,2198,1
1284,2253,1
1284,2731,1
1285,2726,1
1285,2937,1
1286,1298,1
1286,1529,1
1286,2012,1
1286,2695,1
1288,1858,1
1289,1588,1
1289,1683,2
1289,1793,2
1289,2221,1
1289,3299,1
1290,1291,1
1290,1299,1
1290,1301,1
1290,1645,1
1290,2907,1
1290,3144,1
1291,1301,1
1292,2422,1
1292,3382,1
1293,1389,1
1293,1390,1
1293,2585,1
1293,3337,1
1295,2272,1
1295,2390,1
1296,1298,1
1296,1299,2
1296,1431,1
1296,1518,1
1296,1525,1
1296,1682,1
1296,1699,1
1296,1728,1
1296,2163,1
1296,2288,1
1296,2820,1
1296,2898,1
1296,3347,1
1296,3427,1
1298,1299,2
1298,1433,1
1298,1529,1
1298,1544,1
1298,2012,1
1298,2695,1
1298,2776,1
1299,1395,1
1299,1431,1
1299,1432,1
1299,1449,1
1299,1452,21
1299,1460,1
1299,1478,1
1299,1483,5
1299,1485,4
1299,1499,1
1299,1512,1
1299,1529,2
1299,1532,2
1299,1534,4
1299,1537,1
1299,1544,21
1299,1551,1
1299,1552,1
1299,1555,1
1299,1562,1
1299,1594,1
1299,1608,1
1299,1620,1
1299,1630,1
1299,1644,1
1299,1645,1
1299,1652,1
1299,1659,1
1299,1668,1
1299,1669,1
1299,1682,2
1299,1683,1
1299,1684,1
1299,1688,1
1299,1689,1
1299,1694,1
1299,1696,1
1299,1720,1
1299,1728,1
1299,1743,1
1299,1764,1
1299,1792,1
1299,1793,1
1299,1798,1
1299,1804,2
1299,1812,1
1299,1828,1
1299,1844,1
1299,1848,1
1299,1858,1
1299,1950,1
1299,1975,1
1299,1976,1
1299,1989,1
1299,1997,1
1299,2064,1
1299,2090,6
1299,2231,1
1299,2239,1
1299,2241,1
1299,2263,1
1299,2292,1
1299,2309,6
1299,2362,1
1299,2422,1
1299,2474,1
1299,2507,1
1299,2518,1
1299,2539,1
1299,2548,1
1299,2598,1
1299,2602,1
1299,2657,1
1299,2680,1
1299,2695,9
1299,2700,1
1299,2706,1
1299,2776,4
1299,2791,6
1299,2852,1
1299,2853,5
1299,2864,1
1299,2869,1
1299,2882,1
1299,2905,1
1299,2907,1
1299,2913,1
1299,2961,1
1299,3024,1
1299,3087,1
1299,3144,1
1299,3175,1
1299,3186,1
1299,3302,1
1299,3306,1
1299,3320,1
1299,3321,1
1299,3343,1
1299,3367,1
1299,3461,1
1299,3474,1
1299,3477,1
1299,3483,2
1299,3487,1
1300,3444,1
1301,2898,1
1302,1834,1
1307,2205,1
1309,1397,1
1310,1348,1
1311,1544,1
1314,1615,1
1314,1621,1
1314,1663,1
1317,3033,1
1318,3191,1
1318,3310,1
1320,1791,1
1320,1853,1
1321,1963,1
1323,1464,1
1325,1483,1
1326,2693,1
1326,3206,1
1327,1328,1
1329,2126,1
1332,3175,1
1333,2138,1
1333,2581,1
1334,2110,1
1334,2256,1
1334,2790,1
1334,2792,1
1334,2820,1
1334,3175,1
1334,3378,1
1335,2220,1
1335,2561,1
1336,1528,1
1336,1682,2
1336,1717,1
1336,1750,1
1336,1817,1
1336,2039,1
1336,2152,1
1336,2452,1
1337,2155,1
1338,1768,1
1338,1785,1
1338,2801,1
1339,1343,1
1339,1483,1
1339,1694,1
1340,1524,1
1343,1483,1
1343,1694,1
1345,2495,1
1345,3001,1
1346,1483,1
1348,1425,1
1348,1529,2
1348,1838,1
1349,1386,1
1352,1421,1
1352,3041,1
1354,1416,1
1355,1452,1
1355,1512,1
1355,3195,1
1359,3052,1
1359,3341,1
1359,3433,1
1360,1372,2
1360,1385,1
1360,1524,1
1364,1626,1
1364,1677,1
1364,1817,1
1365,1415,1
1365,1416,1
1365,2104,1
1366,2987,1
1367,1402,1
1368,1719,1
1368,2463,1
1369,1444,1
1369,1742,1
1369,1800,1
1370,1855,1
1370,1856,1
1370,1857,1
1370,1858,1
1372,1385,1
1372,1638,1
1372,1838,1
1372,2248,1
1372,2347,1
1372,2541,1
1372,2604,1
1372,2748,1
1372,2898,1
1372,2953,1
1373,1412,1
1373,1855,1
1373,3407,1
1374,1694,1
1374,1859,1
1374,2800,1
1375,1490,1
1377,1396,2
1380,3491,1
1380,3494,1
1381,1382,1
1383,1393,1
1383,1399,1
1383,2031,1
1383,2785,1
1383,2796,1
1383,3245,1
1383,3261,1
1384,1753,2
1387,2335,1
1387,3202,2
1388,2618,1
1388,3085,1
1388,3192,1
1389,1390,1
1389,1596,1
1389,2585,1
1389,3337,1
1390,2585,1
1390,3337,1
1391,1454,1
1392,3451,1
1393,1399,1
1393,2031,1
1393,2785,1
1393,2796,1
1393,3245,1
1393,3261,1
1394,2386,1
1395,2518,1
1396,1517,1
1399,2031,1
1399,2785,1
1399,2796,1
1399,3245,1
1399,3261,1
1402,1804,1
1402,1851,2
1402,2480,1
1403,1404,1
1405,2989,1
1406,1654,1
1406,1831,1
1408,1409,1
1412,3407,1
1414,1863,1
1414,1864,1
1417,1418,1
1417,3105,1
1418,3105,1
1419,2271,1
1419,3106,1
1420,3357,1
1421,3041,1
1422,2406,1
1422,3111,1
1423,1584,1
1425,1529,1
1425,1838,1
1425,2607,1
1425,3066,1
1425,3276,1
1426,2049,1
1426,2384,1
1426,3232,1
1428,2501,1
1428,3130,1
1431,1483,1
1431,1505,1
1431,2163,1
1431,2776,1
1431,2971,1
1431,3133,1
1431,3136,1
1432,2656,1
1432,2898,1
1432,3024,1
1434,1994,1
1434,2776,1
1435,1440,1
1435,1682,1
1435,1731,1
1436,1505,1
1436,2193,1
1436,2695,1
1436,2851,2
1436,3189,1
1437,1544,1
1441,1865,1
1442,1529,1
1445,1451,1
1445,1592,1
1446,1527,1
1447,2409,1
1447,2701,1
1447,3246,1
1447,3276,1
1450,1728,1
1451,1587,1
1452,1485,1
1452,1512,1
1452,1532,1
1452,1534,3
1452,1544,5
1452,1565,1
1452,1572,1
1452,1682,2
1452,1793,1
1452,1828,1
1452,2090,6
1452,2164,1
1452,2309,6
1452,2776,1
1452,2791,6
1452,2885,1
1452,3195,1
1452,3483,1
1457,1461,1
1457,3046,1
1458,1773,1
1459,1602,1
1459,2491,1
1460,1502,1
1460,1764,1
1461,3046,1
1465,1643,1
1466,1472,1
1466,1617,1
1467,2127,1
1467,2248,1
1469,1495,1
1470,3265,1
1470,3292,1
1471,1813,1
1471,3129,1
1472,1617,1
1473,2282,1
1473,2928,1
1474,1483,1
1475,1476,1
1479,3324,1
1480,1804,1
1480,2172,1
1480,2540,1
1480,3161,1
1481,1482,1
1481,1483,3
1481,1485,3
1481,1532,1
1481,1534,1
1481,1543,1
1481,1844,1
1481,2042,1
1481,2188,1
1481,2226,1
1481,2351,1
1481,2582,1
1481,2591,1
1481,2695,1
1481,3311,1
1483,1485,3
1483,1486,1
1483,1491,1
1483,1529,3
1483,1532,1
1483,1534,2
1483,1543,1
1483,1633,1
1483,1653,1
1483,1686,1
1483,1694,1
1483,1728,1
1483,1783,1
1483,1804,2
1483,1808,1
1483,2000,1
1483,2089,1
1483,2156,1
1483,2157,1
1483,2188,1
1483,2194,1
1483,2196,1
1483,2340,1
1483,2402,1
1483,2430,1
1483,2555,1
1483,2663,1
1483,2673,1
1483,2689,1
1483,2695,1
1483,2752,1
1483,2779,1
1483,2788,1
1483,2813,1
1483,2817,1
1483,2879,1
1483,2898,1
1483,3119,1
1483,3147,1
1483,3183,1
1483,3214,1
1483,3243,1
1483,3344,2
1483,3353,1
1483,3435,1
1483,3445,1
1484,1536,1
1485,1534,1
1485,1543,1
1485,1544,1
1485,1669,1
1485,2188,1
1485,2381,1
1485,3135,1
1485,3483,1
1488,2503,1
1488,3197,1
1488,3368,1
1493,2631,1
1494,1607,3
1494,1736,1
1494,3493,1
1494,3495,1
1497,2295,1
1497,3205,1
1499,1512,1
1499,1537,1
1500,3109,1
1502,1764,1
1502,1827,1
1502,2528,1
1503,2527,1
1504,1623,2
1505,1506,1
1505,2495,1
1505,2697,1
1505,2851,1
1505,2856,1
1505,2969,1
1505,3288,1
1507,3277,1
1508,2495,1
1509,2907,1
1510,1529,1
1511,1529,1
1511,1704,1
1511,2705,1
1512,1537,1
1512,3195,1
1513,1571,1
1513,1612,1
1514,2691,2
1515,2691,1
1516,3338,1
1517,2019,1
1517,2954,1
1519,1726,1
1519,2158,1
1519,2189,1
1520,1639,1
1520,1961,1
1520,2261,1
1520,2895,1
1520,2896,1
1521,2416,3
1522,3201,1
1526,1840,1
1526,1876,1
1528,1682,1
1529,1530,1
1529,1532,1
1529,1534,1
1529,1542,3
1529,1544,1
1529,1804,2
1529,1838,1
1529,1844,1
1529,2012,2
1529,2084,1
1529,2181,1
1529,2258,1
1529,2279,1
1529,2605,1
1529,2606,1
1529,2695,1
1529,2702,1
1529,2705,1
1529,2708,1
1529,2961,1
1529,3026,1
1529,3060,1
1529,3216,1
1529,3217,1
1529,3252,1
1529,3293,1
1529,3294,1
1529,3467,1
1529,3479,1
1529,3484,1
1529,3485,1
1530,1532,1
1530,2778,1
1531,1542,1
1531,1589,1
1531,1595,1
1531,1747,1
1532,1542,1
1532,1544,3
1532,1804,1
1532,1835,1
1532,2366,1
1532,2477,1
1532,2695,1
1532,2706,1
1532,2863,1
1532,2924,1
1532,3169,1
1532,3216,1
1533,1538,1
1533,1539,1
1534,1543,1
1534,1544,2
1534,1551,1
1534,1743,1
1534,2135,1
1534,2551,1
1534,2590,1
1534,2885,1
1534,2898,1
1534,3026,1
1534,3028,1
1535,3175,1
1538,1539,1
1540,1807,1
1542,1544,1
1542,1589,1
1542,1595,1
1542,1628,2
1542,1634,1
1542,1747,1
1542,1933,1
1542,2366,1
1542,2385,1
1542,2633,1
1542,2706,1
1542,2708,1
1542,2924,1
1542,2931,1
1544,1630,1
1544,1647,1
1544,1682,1
1544,1688,1
1544,1812,1
1544,1975,1
1544,1976,1
1544,2129,1
1544,2706,1
1544,2720,1
1544,2776,1
1544,2838,1
1544,2853,1
1544,2869,1
1544,3024,1
1544,3087,1
1544,3315,1
1545,3058,1
1547,1574,2
1549,2589,4
1549,2590,4
1549,2591,4
1549,3224,4
1550,1673,1
1551,1552,1
1551,1586,1
1551,1682,2
1551,1797,2
1551,1826,1
1551,1858,1
1551,2047,1
1551,2114,1
1551,2306,1
1551,2703,1
1551,2783,1
1551,2799,1
1551,2852,1
1551,2853,1
1552,1858,1
1553,1730,1
1553,3048,1
1554,1797,1
1554,1846,1
1554,2236,1
1554,2745,1
1554,3128,1
1554,3235,1
1555,1792,1
1555,3461,1
1561,3175,1
1563,2148,1
1563,2381,1
1566,3148,1
1567,1597,1
1567,1669,1
1568,1707,1
1569,1674,1
1569,1675,1
1569,1676,1
1571,1612,1
1572,3483,1
1576,2159,1
1577,1682,1
1580,1884,1
1580,1943,1
1580,2343,1
1581,1590,2
1583,1655,1
1583,3289,1
1586,1682,1
1586,1797,1
1588,1683,1
1588,1793,1
1588,2221,1
1588,3299,1
1589,1595,1
1589,1747,1
1591,3320,1
1593,3330,1
1593,3331,1
1595,1747,1
1596,2854,1
1597,1669,1
1599,1999,1
1599,2406,1
1603,1604,1
1603,2222,1
1603,2736,1
1603,2737,1
1604,2737,1
1606,2820,1
1607,1736,1
1607,2898,1
1607,2916,1
1611,3114,1
1612,1613,1
1612,1614,1
1612,3058,1
1613,1614,1
1615,1621,1
1615,1663,1
1616,2420,1
1618,1619,1
1620,2695,1
1621,1663,1
1625,1879,1
1626,1677,1
1626,1817,1
1627,2268,1
1627,2378,1
1627,2849,1
1631,1810,1
1636,2001,1
1636,3163,1
1637,1641,1
1637,1700,1
1637,1849,1
1638,2248,1
1638,2541,1
1638,2748,1
1639,1961,1
1639,2261,1
1641,1700,1
1641,1849,1
1642,1694,1
1644,2853,1
1645,2907,1
1645,3144,1
1646,3303,1
1650,1861,1
1654,1831,1
1655,3289,1
1656,1735,1
1658,2999,1
1659,1665,1
1659,2532,1
1659,2717,1
1659,2823,1
1659,2889,1
1659,2903,1
1659,2907,1
1659,3320,3
1659,3321,3
1659,3322,1
1659,3323,1
1659,3508,1
1661,1662,1
1665,3508,1
1666,3059,1
1668,1804,1
1668,2864,1
1671,1674,2
1671,1702,1
1672,2175,1
1673,1986,1
1673,1999,1
1674,1675,1
1674,1676,1
1674,1821,1
1675,1676,1
1677,1817,1
1678,1679,1
1678,2897,1
1678,2898,1
1679,2897,1
1679,2898,1
1681,2088,1
1682,1683,1
1682,1684,1
1682,1694,1
1682,1695,3
1682,1699,1
1682,1728,1
1682,1731,1
1682,1750,1
1682,1774,1
1682,1797,1
1682,1817,1
1682,1830,1
1682,2039,1
1682,2152,1
1682,2452,1
1682,2776,1
1682,2898,1
1682,3101,1
1682,3228,1
1682,3375,1
1683,1684,1
1683,1793,2
1683,2221,1
1683,3299,1
1684,1698,1
1684,2369,2
1688,1689,1
1688,1696,1
1689,1696,1
1690,3228,1
1691,3325,1
1692,3346,1
1693,1916,3
1693,2628,3
1693,2719,3
1693,3021,2
1693,3023,3
1693,3067,3
1693,3396,3
1693,3462,3
1694,1859,1
1694,2241,1
1694,2800,1
1698,2369,1
1700,1849,1
1705,1706,1
1705,2846,1
1705,3365,1
1705,3366,1
1706,2846,1
1706,3365,1
1706,3366,1
1707,1984,1
1709,2361,1
1711,1803,1
1712,2153,1
1715,2681,1
1716,1717,1
1716,1815,1
1717,1815,1
1718,1721,1
1719,1728,1
1719,1742,1
1719,1765,1
1719,1942,1
1719,2509,1
1719,3013,1
1719,3375,1
1719,3389,1
1719,3393,1
1720,2598,1
1720,2990,1
1720,3380,1
1722,3115,1
1722,3135,1
1726,1858,1
1726,1860,1
1726,2158,1
1726,2189,1
1728,2587,1
1728,2695,1
1728,2744,1
1728,2843,1
1728,3100,1
1728,3156,1
1728,3402,1
1729,3336,1
1730,3048,1
1732,2036,1
1732,2274,1
1732,3334,1
1732,3410,1
1733,2186,1
1733,3373,1
1734,3329,1
1734,3346,1
1737,1738,1
1737,1761,1
1738,1761,1
1739,2760,1
1740,3431,1
1741,2620,1
1741,2621,1
1741,2672,1
1742,1800,1
1746,2706,1
1746,2776,1
1746,2972,1
1750,2039,1
1750,2452,1
1752,1874,1
1754,3089,1
1755,2490,1
1756,2784,1
1763,3329,1
1767,1809,1
1767,2312,1
1768,1785,1
1768,2801,1
1769,2125,1
1769,2262,1
1769,3364,1
1769,3452,1
1771,2275,1
1772,2827,1
1779,1990,1
1779,1991,1
1780,2382,1
1780,3024,1
1781,2966,1
1783,1886,1
1783,3024,1
1783,3059,1
1783,3175,1
1783,3210,1
1783,3445,2
1785,1999,1
1785,2081,1
1785,2410,1
1785,2494,1
1785,2801,1
1785,3481,1
1785,3482,1
1786,1957,1
1787,1788,1
1787,1824,1
1787,3457,1
1787,3458,1
1787,3459,1
1787,3460,1
1788,1824,1
1788,3457,1
1788,3458,1
1788,3459,1
1788,3460,1
1789,2956,1
1789,3057,1
1791,1853,1
1792,3461,1
1793,1828,1
1793,2221,1
1793,3299,1
1796,1797,1
1797,2045,1
1797,2114,1
1797,2236,1
1797,2585,1
1797,2745,1
1797,3128,1
1797,3235,1
1801,1971,1
1801,1972,1
1802,2651,1
1804,1949,1
1804,1982,1
1804,1990,1
1804,2172,1
1804,2317,1
1804,2318,1
1804,2418,1
1804,2540,1
1804,2559,1
1804,2775,1
1804,2864,1
1804,2891,1
1804,2933,1
1804,2941,1
1804,3140,1
1804,3161,1
1804,3188,1
1804,3252,1
1809,2312,1
1811,3168,1
1812,3038,1
1812,3279,1
1813,3129,1
1816,1847,1
1816,3029,1
1816,3030,2
1817,2152,1
1819,2262,1
1819,3452,1
1824,3457,1
1824,3458,1
1824,3459,1
1824,3460,1
1825,2386,1
1839,2359,1
1840,1876,1
1842,3399,1
1844,3280,1
1844,3282,1
1844,3283,1
1847,3030,1
1852,3055,1
1852,3372,1
1854,2144,1
1855,1856,1
1855,1857,1
1855,1858,1
1855,2294,1
1856,1857,1
1856,1858,1
1857,1858,1
1858,1860,1
1858,1970,1
1858,2088,1
1858,2185,1
1858,2907,1
1859,2800,1
1863,1864,1
1866,3065,1
1869,1870,2
1869,2729,2
1870,2729,2
1871,1872,1
1873,2589,1
1875,1885,1
1877,2730,1
1878,2920,1
1883,2181,1
1884,1943,1
1884,2343,1
1886,3152,1
1887,1888,1
1887,2488,1
1887,2489,1
1887,3465,1
